id,store_id,name,sku,description,buy_price,fbuy_price,sell_price,sell_price_pos,fsell_price,fsell_price_pos,market_price,fmarket_price,comission,fcomission,loyalty_points,require_shipping,weight,min_order,max_order,non_taxable,track_inventory,stock_qty,low_stock_alert,accept_preorder,is_out_stock,published,published_date,fpublished_date,pos_sell_price_dynamic,pos_hidden,meta_keywords,meta_description,photo,photo_md,photo_xs,photo_width,photo_height,reviewer_rating,reviewer_total,viewed,viewed_time,copy_product_combo_id,status
267420,188333,Paket 2 Atlas Peach [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451a43048ac.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451a43048ac.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451a43048ac.png,1024,1220,0.0000,0,0,,,A
267421,188333,Paket 2 Atlas Rambutan [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451a38f3819.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451a38f3819.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451a38f3819.png,1024,1220,0.0000,0,0,,,A
267422,188333,Paket 2 Atlas [Rambutan + Lychee] [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451a3079c58.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451a3079c58.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451a3079c58.png,1024,1220,0.0000,0,0,,,A
267423,188333,Paket 2 Atlas [Rambutan + Rose Pink] [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451a1ca77bd.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451a1ca77bd.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451a1ca77bd.png,1024,1220,0.0000,0,0,,,A
267424,188333,Paket 2 Atlas [Rambutan + Peach] [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451a1157622.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451a1157622.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451a1157622.png,1024,1220,0.0000,0,0,,,A
267425,188333,Paket 2 Atlas [Lychee + Rose Pink] [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451a049ce9b.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451a049ce9b.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451a049ce9b.png,1024,1220,0.0000,0,0,,,A
267426,188333,Paket 2 Atlas [Lychee + Peach] [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684519f79978d.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684519f79978d.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684519f79978d.png,1024,1220,0.0000,0,0,,,A
267427,188333,Paket 2 Atlas [Rose Pink + Peach] [Promo Juni],,,0.00,IDR 0,169000.00,169000.00,IDR 169.000,IDR 169.000,169000.00,IDR 169.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684519ebced58.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684519ebced58.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684519ebced58.png,1024,1220,0.0000,0,0,,,A
267428,188333,Paket Atlas Lychee + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,121000.00,121000.00,IDR 121.000,IDR 121.000,121000.00,IDR 121.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,0,0,0.0000,0,0,,,A
267429,188333,Paket Atlas Rose Pink + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,121000.00,121000.00,IDR 121.000,IDR 121.000,121000.00,IDR 121.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,,https://api-dash.olsera.co.id/img/no_data_item.png,https://api-dash.olsera.co.id/img/no_data_item.png,0,0,0.0000,0,0,,,A
267430,188333,Paket Atlas Peach + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,121000.00,121000.00,IDR 121.000,IDR 121.000,121000.00,IDR 121.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684519ac8c984.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684519ac8c984.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684519ac8c984.png,1024,1283,0.0000,0,0,,,A
267431,188333,Paket Atlas Rambutan + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,121000.00,121000.00,IDR 121.000,IDR 121.000,121000.00,IDR 121.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684519a318561.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684519a318561.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684519a318561.png,1024,1283,0.0000,0,0,,,A
267432,188333,Paket Atlas Lychee + Singaraja 330ml [Promo Juni],,,0.00,IDR 0,112000.00,112000.00,IDR 112.000,IDR 112.000,112000.00,IDR 112.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684519877eeaa.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684519877eeaa.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684519877eeaa.png,1024,1259,0.0000,0,0,,,A
267433,188333,Paket Atlas Lychee + Singaraja 620ml [Promo Juni],,,0.00,IDR 0,116000.00,116000.00,IDR 116.000,IDR 116.000,116000.00,IDR 116.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845197f23814.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845197f23814.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845197f23814.png,1024,1259,0.0000,0,0,,,A
267434,188333,Paket Atlas Lychee + Draft Beer [Promo Juni],,,0.00,IDR 0,104000.00,104000.00,IDR 104.000,IDR 104.000,104000.00,IDR 104.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845196e7691e.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845196e7691e.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845196e7691e.png,1024,1259,0.0000,0,0,,,A
267435,188333,Paket Atlas Lychee + Bintang Pilsener 620ml [Promo Juni],,,0.00,IDR 0,132000.00,132000.00,IDR 132.000,IDR 132.000,132000.00,IDR 132.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845196632bc9.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845196632bc9.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845196632bc9.png,1024,1259,0.0000,0,0,,,A
267436,188333,Paket Atlas Rose Pink + Singaraja 330ml [Promo Juni],,,0.00,IDR 0,112000.00,112000.00,IDR 112.000,IDR 112.000,112000.00,IDR 112.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845195c6a115.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845195c6a115.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845195c6a115.png,1024,1259,0.0000,0,0,,,A
267437,188333,Paket Atlas Rose Pink + Singaraja 620ml [Promo Juni],,,0.00,IDR 0,116000.00,116000.00,IDR 116.000,IDR 116.000,116000.00,IDR 116.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845195361b7a.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845195361b7a.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845195361b7a.png,1024,1259,0.0000,0,0,,,A
267438,188333,Paket Atlas Rose Pink + Draft Beer [Promo Juni],,,0.00,IDR 0,104000.00,104000.00,IDR 104.000,IDR 104.000,104000.00,IDR 104.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845194104f40.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845194104f40.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845194104f40.png,1024,1259,0.0000,0,0,,,A
267439,188333,Paket Atlas Rose Pink + Bintang Pilsener 620ml [Promo Juni],,,0.00,IDR 0,132000.00,132000.00,IDR 132.000,IDR 132.000,132000.00,IDR 132.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451935432c9.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451935432c9.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451935432c9.png,1024,1259,0.0000,0,0,,,A
267440,188333,Paket Atlas Peach + Singaraja 330ml [Promo Juni],,,0.00,IDR 0,112000.00,112000.00,IDR 112.000,IDR 112.000,112000.00,IDR 112.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845192a68b6f.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845192a68b6f.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845192a68b6f.png,1024,1259,0.0000,0,0,,,A
267441,188333,Paket Atlas Peach + Singaraja 620ml [Promo Juni],,,0.00,IDR 0,116000.00,116000.00,IDR 116.000,IDR 116.000,116000.00,IDR 116.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845192279f0b.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845192279f0b.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845192279f0b.png,1024,1259,0.0000,0,0,,,A
267442,188333,Paket Atlas Peach + Draft Beer [Promo Juni],,,0.00,IDR 0,104000.00,104000.00,IDR 104.000,IDR 104.000,104000.00,IDR 104.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845191892a0f.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845191892a0f.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845191892a0f.png,1024,1259,0.0000,0,0,,,A
267443,188333,Paket Atlas Peach + Bintang Pilsener 620ml [Promo Juni],,,0.00,IDR 0,132000.00,132000.00,IDR 132.000,IDR 132.000,132000.00,IDR 132.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845190b90480.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845190b90480.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845190b90480.png,1024,1259,0.0000,0,0,,,A
267444,188333,Paket Atlas Rambutan + Singaraja 330ml [Promo Juni],,,0.00,IDR 0,112000.00,112000.00,IDR 112.000,IDR 112.000,112000.00,IDR 112.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684518f7819eb.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684518f7819eb.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684518f7819eb.png,1024,1259,0.0000,0,0,,,A
267445,188333,Paket Atlas Rambutan + Singaraja 620ml [Promo Juni],,,0.00,IDR 0,116000.00,116000.00,IDR 116.000,IDR 116.000,116000.00,IDR 116.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684518ebdeb76.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684518ebdeb76.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684518ebdeb76.png,1024,1259,0.0000,0,0,,,A
267446,188333,Paket Atlas Rambutan + Draft Beer [Promo Juni],,,0.00,IDR 0,104000.00,104000.00,IDR 104.000,IDR 104.000,104000.00,IDR 104.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684518d61806e.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684518d61806e.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684518d61806e.png,1024,1259,0.0000,0,0,,,A
267447,188333,Paket Atlas Rambutan + Bintang Pilsener 620ml [Promo Juni],,,0.00,IDR 0,132000.00,132000.00,IDR 132.000,IDR 132.000,132000.00,IDR 132.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684518cbe7a7b.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684518cbe7a7b.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684518cbe7a7b.png,1024,1259,0.0000,0,0,,,A
267448,188333,Paket 2 Atlas Lychee + 2 Singaraja 620ml [Promo Juni],,,0.00,IDR 0,207000.00,207000.00,IDR 207.000,IDR 207.000,207000.00,IDR 207.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684518a78d003.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684518a78d003.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684518a78d003.png,1024,1241,0.0000,0,0,,,A
267449,188333,Paket 2 Atlas Rambutan + 2 Singaraja 620ml [Promo Juni],,,0.00,IDR 0,207000.00,207000.00,IDR 207.000,IDR 207.000,207000.00,IDR 207.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845189f4e279.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845189f4e279.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845189f4e279.png,1024,1241,0.0000,0,0,,,A
267450,188333,Paket 2 Atlas Peach + 2 Singaraja 620ml [Promo Juni],,,0.00,IDR 0,207000.00,207000.00,IDR 207.000,IDR 207.000,207000.00,IDR 207.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845188a030d5.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845188a030d5.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845188a030d5.png,1024,1241,0.0000,0,0,,,A
267451,188333,Paket 2 Atlas Rose Pink + 2 Singaraja 620ml [Promo Juni],,,0.00,IDR 0,207000.00,207000.00,IDR 207.000,IDR 207.000,207000.00,IDR 207.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451879d510a.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451879d510a.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451879d510a.png,1024,1241,0.0000,0,0,,,A
267452,188333,Paket 2 Atlas Lychee + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,199000.00,199000.00,IDR 199.000,IDR 199.000,199000.00,IDR 199.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845185e38eeb.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845185e38eeb.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845185e38eeb.png,1024,1284,0.0000,0,0,,,A
267453,188333,Paket 2 Atlas Rambutan + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,199000.00,199000.00,IDR 199.000,IDR 199.000,199000.00,IDR 199.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68451852d3057.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68451852d3057.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68451852d3057.png,1024,1284,0.0000,0,0,,,A
267454,188333,Paket 2 Atlas Peach + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,199000.00,199000.00,IDR 199.000,IDR 199.000,199000.00,IDR 199.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845183c360ca.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845183c360ca.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845183c360ca.png,1024,1284,0.0000,0,0,,,A
267455,188333,Paket 2 Atlas Rose Pink + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,199000.00,199000.00,IDR 199.000,IDR 199.000,199000.00,IDR 199.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845182c22bd4.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845182c22bd4.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845182c22bd4.png,1024,1284,0.0000,0,0,,,A
267457,188333,Paket API Tua Mini + Draft Beer [Promo Juni],,,0.00,IDR 0,71000.00,71000.00,IDR 71.000,IDR 71.000,71000.00,IDR 71.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684599424fe54.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684599424fe54.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684599424fe54.jpeg,1024,1729,0.0000,0,0,,,A
267458,188333,Paket API Muda Mini + Draft Beer [Promo Juni],,,0.00,IDR 0,71000.00,71000.00,IDR 71.000,IDR 71.000,71000.00,IDR 71.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845995175165.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845995175165.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845995175165.jpeg,1024,1729,0.0000,0,0,,,A
267459,188333,Paket 2 API Tua Mini + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,134000.00,134000.00,IDR 134.000,IDR 134.000,134000.00,IDR 134.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68459992cb720.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68459992cb720.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68459992cb720.jpeg,1024,1587,0.0000,0,0,,,A
267460,188333,Paket 2 API Muda Mini + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,134000.00,134000.00,IDR 134.000,IDR 134.000,134000.00,IDR 134.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845999b9da86.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845999b9da86.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845999b9da86.jpeg,1024,1587,0.0000,0,0,,,A
267461,188333,Paket Anggur Merah Gold Mini + Draft Beer [Promo Juni],,,0.00,IDR 0,72000.00,72000.00,IDR 72.000,IDR 72.000,72000.00,IDR 72.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684599b44c0a0.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684599b44c0a0.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684599b44c0a0.jpeg,1024,1120,0.0000,0,0,,,A
267462,188333,Paket Kawa Hijau Mini + Draft Beer [Promo Juni],,,0.00,IDR 0,77000.00,77000.00,IDR 77.000,IDR 77.000,77000.00,IDR 77.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684599d79b3f8.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684599d79b3f8.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684599d79b3f8.jpeg,1024,1199,0.0000,0,0,,,A
267463,188333,Paket Ketan Hitam Mini + Singaraja 330ml [Promo Juni],,,0.00,IDR 0,73000.00,73000.00,IDR 73.000,IDR 73.000,73000.00,IDR 73.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684599f6da8b8.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684599f6da8b8.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684599f6da8b8.jpeg,1024,1164,0.0000,0,0,,,A
267464,188333,Paket Ketan Hitam Mini + Draft Beer [Promo Juni],,,0.00,IDR 0,69000.00,69000.00,IDR 69.000,IDR 69.000,69000.00,IDR 69.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,68459a1e042ba.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_68459a1e042ba.jpeg,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_68459a1e042ba.jpeg,1024,986,0.0000,0,0,,,A
267465,188333,Paket 2 QRO Anggur Hijau + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,200000.00,200000.00,IDR 200.000,IDR 200.000,200000.00,IDR 200.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684517156a728.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684517156a728.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684517156a728.png,1024,1254,0.0000,0,0,,,A
267466,188333,Paket 2 API Tua + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,200000.00,200000.00,IDR 200.000,IDR 200.000,200000.00,IDR 200.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,6845170e0d125.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_6845170e0d125.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_6845170e0d125.png,1024,1254,0.0000,0,0,,,A
267467,188333,Paket 2 API Muda + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,200000.00,200000.00,IDR 200.000,IDR 200.000,200000.00,IDR 200.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684516fb958ad.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684516fb958ad.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684516fb958ad.png,1024,1254,0.0000,0,0,,,A
267468,188333,Paket 2 Alexis + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,200000.00,200000.00,IDR 200.000,IDR 200.000,200000.00,IDR 200.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684516f23c5ae.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684516f23c5ae.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684516f23c5ae.png,1024,1254,0.0000,0,0,,,A
267469,188333,Paket 2 Joker Anggur Hijau + 2 Draft Beer [Promo Juni],,,0.00,IDR 0,200000.00,200000.00,IDR 200.000,IDR 200.000,200000.00,IDR 200.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684516e971a3d.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684516e971a3d.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684516e971a3d.png,1024,1254,0.0000,0,0,,,A
267470,188333,Paket API Muda + 2 Singaraja 330ml [Promo Juni],,,0.00,IDR 0,137000.00,137000.00,IDR 137.000,IDR 137.000,137000.00,IDR 137.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684516d977f82.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684516d977f82.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684516d977f82.png,1024,1254,0.0000,0,0,,,A
267471,188333,Paket API Tua + 2 Singaraja 330ml [Promo Juni],,,0.00,IDR 0,137000.00,137000.00,IDR 137.000,IDR 137.000,137000.00,IDR 137.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684516cef1698.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684516cef1698.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684516cef1698.png,1024,1254,0.0000,0,0,,,A
267472,188333,Paket QRO Anggur Hijau + 2 Singaraja 330ml [Promo Juni],,,0.00,IDR 0,137000.00,137000.00,IDR 137.000,IDR 137.000,137000.00,IDR 137.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684516c624fc3.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684516c624fc3.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684516c624fc3.png,1024,1254,0.0000,0,0,,,A
267473,188333,Paket Alexis Anggur Hijau + 2 Singaraja 330ml [Promo Juni],,,0.00,IDR 0,137000.00,137000.00,IDR 137.000,IDR 137.000,137000.00,IDR 137.000,0.00,IDR 0,0.00,0,0.0000,1,0,0,0,0,0,0,1,1,2025-06-07,07-Jun-2025,0,0,,,684516b9ab700.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/md_684516b9ab700.png,https://d1d8o7q9jg8pjk.cloudfront.net/p/xs_684516b9ab700.png,1024,1254,0.0000,0,0,,,A
